,tensao_nominal,localizacao,nome_fabricante,sigla_subestacao
4959,69.0,transformador,MITSUBISHI ELECTRIC CORP.,NTD
4960,69.0,outros,MITSUBISHI ELECTRIC CORP.,BGI
4961,69.0,outros,MITSUBISHI ELECTRIC CORP.,BGI
4962,69.0,transformador,MITSUBISHI ELECTRIC CORP.,MSD
4963,69.0,outros,MITSUBISHI ELECTRIC CORP.,ITB
4964,69.0,outros,MITSUBISHI ELECTRIC CORP.,ITB
4965,69.0,transformador,MITSUBISHI ELECTRIC CORP.,ITB
4966,69.0,transformador,MITSUBISHI ELECTRIC CORP.,ITB
4967,230.0,linha_de_transmissao,LAELC INDUSTR.COMERC.LTDA,PRS
4968,230.0,linha_de_transmissao,LAELC INDUSTR.COMERC.LTDA,PRS
4969,230.0,linha_de_transmissao,LAELC INDUSTR.COMERC.LTDA,PRS
4970,230.0,outros,LAELC INDUSTR.COMERC.LTDA,PRS
4971,230.0,linha_de_transmissao,LAELC INDUSTR.COMERC.LTDA,PRS
4972,230.0,linha_de_transmissao,LAELC INDUSTR.COMERC.LTDA,TAD
4973,230.0,linha_de_transmissao,LAELC INDUSTR.COMERC.LTDA,TAD
4974,230.0,transformador,LAELC INDUSTR.COMERC.LTDA,TAD
4975,230.0,transformador,LAELC INDUSTR.COMERC.LTDA,TAD
4976,230.0,linha_de_transmissao,LAELC INDUSTR.COMERC.LTDA,FZD
4977,230.0,linha_de_transmissao,LAELC INDUSTR.COMERC.LTDA,FZD
4978,230.0,linha_de_transmissao,LAELC INDUSTR.COMERC.LTDA,FZD
4979,230.0,linha_de_transmissao,LAELC INDUSTR.COMERC.LTDA,FZD
4980,230.0,transformador,LAELC INDUSTR.COMERC.LTDA,FZD
4981,230.0,transformador,LAELC INDUSTR.COMERC.LTDA,FZD
4982,230.0,transformador,LAELC INDUSTR.COMERC.LTDA,ELM
4983,230.0,transformador,LAELC INDUSTR.COMERC.LTDA,ELM
4984,230.0,transformador,LAELC INDUSTR.COMERC.LTDA,ELM
4985,230.0,transformador,LAELC INDUSTR.COMERC.LTDA,ELM
4986,230.0,outros,LAELC INDUSTR.COMERC.LTDA,ELM
4987,230.0,linha_de_transmissao,LAELC INDUSTR.COMERC.LTDA,ELM
4988,230.0,linha_de_transmissao,LAELC INDUSTR.COMERC.LTDA,ELM
4989,230.0,outros,LORENZETTI,NTD
4990,230.0,reator,LORENZETTI,NTD
4991,230.0,linha_de_transmissao,LORENZETTI,PRD
4992,230.0,linha_de_transmissao,LORENZETTI,PRD
4993,230.0,linha_de_transmissao,LORENZETTI,PRD
4994,230.0,transformador,LORENZETTI,RCD
4995,230.0,linha_de_transmissao,LORENZETTI,RCD
4996,230.0,linha_de_transmissao,LORENZETTI,RCD
4997,230.0,transformador,LORENZETTI,CMA
4998,230.0,linha_de_transmissao,LORENZETTI,TAD
4999,230.0,capacitor,LORENZETTI,FTZ
5000,230.0,linha_de_transmissao,LORENZETTI,FZD
5001,230.0,linha_de_transmissao,LORENZETTI,FZD
5002,230.0,linha_de_transmissao,LORENZETTI,FZD
5003,230.0,linha_de_transmissao,LORENZETTI,FZD
5004,230.0,linha_de_transmissao,LORENZETTI,ITH
5005,230.0,transformador,LORENZETTI,JDM
5006,230.0,transformador,LORENZETTI,JDM
5007,230.0,reator,LORENZETTI,FNL
5008,230.0,reator,LORENZETTI,FNL
5009,230.0,transformador,LORENZETTI,CMD
5010,230.0,transformador,LORENZETTI,CMD
5011,230.0,transformador,LORENZETTI,CMD
5012,230.0,transformador,LORENZETTI,CMD
5013,230.0,linha_de_transmissao,LORENZETTI,JCR
5014,230.0,linha_de_transmissao,LORENZETTI,JCR
5015,230.0,linha_de_transmissao,LORENZETTI,JCR
5016,230.0,linha_de_transmissao,LORENZETTI,JCR
5017,230.0,linha_de_transmissao,LORENZETTI,JCR
5018,230.0,linha_de_transmissao,LORENZETTI,JCR
5019,69.0,outros,HITACHI-LINE,NTD
5020,69.0,linha_de_transmissao,HITACHI-LINE,ITB
5021,69.0,linha_de_transmissao,HITACHI-LINE,ITB
5022,69.0,linha_de_transmissao,HITACHI-LINE,ITB
5023,69.0,linha_de_transmissao,HITACHI-LINE,JDM
5024,69.0,linha_de_transmissao,HITACHI-LINE,JDM
5025,69.0,linha_de_transmissao,HITACHI-LINE,JDM
5026,69.0,linha_de_transmissao,HITACHI-LINE,JDM
5027,69.0,linha_de_transmissao,HITACHI-LINE,JDM
5028,69.0,linha_de_transmissao,HITACHI-LINE,JDM
5029,69.0,linha_de_transmissao,HITACHI-LINE,JDM
5030,69.0,linha_de_transmissao,HITACHI-LINE,JDM
5031,69.0,capacitor,HITACHI-LINE,JDM
5032,69.0,capacitor,HITACHI-LINE,JDM
5033,69.0,outros,HITACHI-LINE,MTT
5034,69.0,capacitor,HITACHI-LINE,MTT
5035,69.0,linha_de_transmissao,HITACHI-LINE,MTT
5036,69.0,linha_de_transmissao,HITACHI-LINE,MTT
5037,69.0,linha_de_transmissao,HITACHI-LINE,PTU
5038,69.0,transformador,HARVEY HUBBEL,NTD
5039,69.0,transformador,HARVEY HUBBEL,NTD
5040,69.0,outros,HARVEY HUBBEL,NTD
5041,69.0,outros,HARVEY HUBBEL,BGI
5042,69.0,outros,HARVEY HUBBEL,BGI
5043,69.0,transformador,HARVEY HUBBEL,MRR
5044,69.0,transformador,HARVEY HUBBEL,MRR
5045,69.0,transformador,HARVEY HUBBEL,PRD
5046,69.0,transformador,HARVEY HUBBEL,GNN
5047,69.0,capacitor,LORENZETTI,NTD
5048,69.0,transformador,LORENZETTI,BGI
5049,69.0,linha_de_transmissao,LORENZETTI,PRD
5050,69.0,linha_de_transmissao,LORENZETTI,CMA
5051,69.0,linha_de_transmissao,LORENZETTI,CMA
5052,69.0,linha_de_transmissao,LORENZETTI,CPE
5053,69.0,linha_de_transmissao,LORENZETTI,CPE
5054,69.0,linha_de_transmissao,LORENZETTI,CPE
5055,69.0,linha_de_transmissao,LORENZETTI,CPE
5056,69.0,linha_de_transmissao,LORENZETTI,CPE
5057,69.0,linha_de_transmissao,LORENZETTI,CPE
5058,69.0,linha_de_transmissao,LORENZETTI,CPE
5059,69.0,linha_de_transmissao,LORENZETTI,CPE
5060,69.0,linha_de_transmissao,LORENZETTI,SBD
5061,69.0,linha_de_transmissao,LORENZETTI,SBD
5062,69.0,linha_de_transmissao,LORENZETTI,SBD
5063,138.0,linha_de_transmissao,DELLE ALSTHOM,BNO
5064,138.0,transformador,DELLE ALSTHOM,ZBU
5065,230.0,linha_de_transmissao,LORENZETTI,PRD
5066,230.0,linha_de_transmissao,LORENZETTI,PRD
5067,230.0,linha_de_transmissao,LORENZETTI,PRD
5068,230.0,transformador,LORENZETTI,PRD
5069,230.0,transformador,LORENZETTI,RCD
5070,500.0,linha_de_transmissao,ALSTOM,SUD
5071,500.0,linha_de_transmissao,ALSTOM,SUD
5072,500.0,linha_de_transmissao,ALSTOM,SUD
5073,500.0,linha_de_transmissao,ALSTOM,SUD
5074,500.0,reator,ALSTOM,SUD
5075,500.0,outros,ALSTOM,SUD
5076,500.0,outros,ALSTOM,SUD
5077,500.0,outros,ALSTOM,SUD
5078,500.0,outros,ALSTOM,SUD
5079,500.0,transformador,ALSTOM,SUD
5080,500.0,transformador,ALSTOM,SUD
5081,500.0,transformador,ALSTOM,SUD
5082,500.0,linha_de_transmissao,ALSTOM,MLG
5083,500.0,linha_de_transmissao,ALSTOM,MLG
5084,500.0,reator,ALSTOM,FZD
5085,500.0,reator,ALSTOM,TSD
5086,500.0,linha_de_transmissao,ALSTOM,TSD
5087,500.0,transformador,ALSTOM,TSD
5088,500.0,linha_de_transmissao,ALSTOM,TSD
5089,500.0,outros,ALSTOM,TSD
5090,500.0,linha_de_transmissao,ALSTOM,TSD
5091,500.0,linha_de_transmissao,ALSTOM,LGZ
5092,500.0,linha_de_transmissao,ALSTOM,LGZ
5093,500.0,outros,ALSTOM,LGZ
5094,500.0,outros,ALSTOM,LGZ
5095,500.0,reator,ALSTOM,LGZ
5096,500.0,reator,ALSTOM,LGZ
5097,500.0,linha_de_transmissao,AREVA,SUD
5098,500.0,linha_de_transmissao,AREVA,SUD
5099,230.0,linha_de_transmissao,SEMP TOSHIBA INFORMATICA,SUD
5100,230.0,linha_de_transmissao,SEMP TOSHIBA INFORMATICA,SUD
5101,230.0,linha_de_transmissao,SEMP TOSHIBA INFORMATICA,SUD
5102,230.0,linha_de_transmissao,SEMP TOSHIBA INFORMATICA,SUD
5103,230.0,linha_de_transmissao,SEMP TOSHIBA INFORMATICA,SUD
5104,230.0,linha_de_transmissao,SEMP TOSHIBA INFORMATICA,SUD
5105,230.0,linha_de_transmissao,SEMP TOSHIBA INFORMATICA,SUD
5106,230.0,linha_de_transmissao,SEMP TOSHIBA INFORMATICA,SUD
5107,230.0,linha_de_transmissao,SEMP TOSHIBA INFORMATICA,SUD
5108,230.0,linha_de_transmissao,SEMP TOSHIBA INFORMATICA,SUD
5109,69.0,transformador,WEG MOTORES S.A.,SUT
5110,69.0,transformador,WEG MOTORES S.A.,SUT
5111,69.0,transformador,WEG MOTORES S.A.,SUT
5112,69.0,linha_de_transmissao,WEG MOTORES S.A.,DMG
5113,69.0,outros,WEG MOTORES S.A.,PLO
5114,69.0,transformador,WEG MOTORES S.A.,STJ
5115,69.0,transformador,WEG MOTORES S.A.,STJ
5116,69.0,outros,COELME,JBD
5117,69.0,outros,COELME,JBD
5118,69.0,outros,COELME,MID
5119,69.0,outros,COELME,MID
5120,69.0,transformador,COELME,CPE
5121,69.0,transformador,COELME,CPE
5122,69.0,transformador,COELME,CPE
5123,69.0,outros,ALCACE,JRM
5124,69.0,linha_de_transmissao,ALCACE,RIB
5125,69.0,transformador,ALCACE,RCD
5126,69.0,transformador,ALCACE,RCD
5127,69.0,transformador,ALCACE,RCD
5128,69.0,linha_de_transmissao,ALCACE,RCD
5129,69.0,linha_de_transmissao,ALCACE,RCD
5130,69.0,linha_de_transmissao,ALCACE,RIB
5131,69.0,linha_de_transmissao,ALCACE,ICO
5132,69.0,linha_de_transmissao,ALCACE,ICO
5133,69.0,linha_de_transmissao,ALCACE,ICO
5134,69.0,capacitor,ALCACE,DMG
5135,69.0,linha_de_transmissao,ALCACE,MSD
5136,69.0,linha_de_transmissao,ALCACE,MSD
5137,69.0,linha_de_transmissao,ALCACE,MSD
5138,69.0,capacitor,ALCACE,DMG
5139,69.0,linha_de_transmissao,ALCACE,RSD
5140,69.0,linha_de_transmissao,ALCACE,CPE
5141,69.0,linha_de_transmissao,ALCACE,CPE
5142,69.0,outros,ALCACE,CPE
5143,69.0,linha_de_transmissao,ALCACE,PIC
5144,69.0,linha_de_transmissao,ALCACE,PIC
5145,69.0,linha_de_transmissao,ALCACE,PIC
5146,69.0,transformador,ALCACE,PRI
5147,69.0,transformador,ALCACE,PRI
5148,69.0,transformador,ALCACE,PRI
5149,69.0,linha_de_transmissao,ALCACE,TSA
5150,69.0,capacitor,ALCACE,TSA
5151,69.0,linha_de_transmissao,ALCACE,TSA
5152,69.0,linha_de_transmissao,ALCACE,SJI
5153,69.0,linha_de_transmissao,ALCACE,SJI
5154,69.0,linha_de_transmissao,ALCACE,SJI
5155,69.0,linha_de_transmissao,ALCACE,SJI
5156,69.0,linha_de_transmissao,ALCACE,SJI
5157,69.0,linha_de_transmissao,ALCACE,PIC
5158,69.0,linha_de_transmissao,ALCACE,PIC
5159,69.0,linha_de_transmissao,ALCACE,PIC
5160,69.0,outros,ALCACE,SJI
5161,69.0,linha_de_transmissao,ALCACE,ITB
5162,69.0,linha_de_transmissao,ALCACE,ITB
5163,69.0,linha_de_transmissao,ALCACE,ITH
5164,69.0,linha_de_transmissao,ALCACE,ITH
5165,69.0,capacitor,ALCACE,JCR
5166,69.0,linha_de_transmissao,ALCACE,MTT
5167,69.0,linha_de_transmissao,ALCACE,GVM
5168,69.0,linha_de_transmissao,ALCACE,GVM
5169,69.0,linha_de_transmissao,ALCACE,STJ
5170,69.0,linha_de_transmissao,ALCACE,STJ
5171,69.0,linha_de_transmissao,ALCACE,STJ
5172,69.0,linha_de_transmissao,ALCACE,STJ
5173,230.0,transformador,BARRETO KELLER,GNN
5174,230.0,linha_de_transmissao,BARRETO KELLER,GNN
5175,230.0,linha_de_transmissao,BARRETO KELLER,GNN
5176,230.0,transformador,BARRETO KELLER,GNN
5177,230.0,linha_de_transmissao,BARRETO KELLER,GNN
5178,230.0,reator,BARRETO KELLER,GNN
5179,230.0,transformador,HITACHI-LINE,GNN
5180,230.0,transformador,HITACHI-LINE,PRD
5181,230.0,transformador,HITACHI-LINE,PRD
5182,230.0,transformador,HITACHI-LINE,PRD
5183,230.0,transformador,HITACHI-LINE,PRD
5184,230.0,transformador,HITACHI,GNN
5185,230.0,transformador,HITACHI,GNN
5186,230.0,transformador,HITACHI,GNN
5187,230.0,transformador,HITACHI,FTZ
5188,230.0,transformador,HITACHI,FTZ
5189,230.0,transformador,BARRETO KELLER,GNN
5190,230.0,reator,BARRETO KELLER,GNN
5191,230.0,transformador,BARRETO KELLER,GNN
5192,230.0,transformador,BARRETO KELLER,GNN
5193,230.0,linha_de_transmissao,IAFA,GNN
5194,230.0,linha_de_transmissao,BARRETO KELLER,GNN
5195,230.0,linha_de_transmissao,BARRETO KELLER,GNN
5196,230.0,linha_de_transmissao,HITACHI-LINE,GNN
5197,230.0,transformador,HITACHI-LINE,BGI
5198,230.0,linha_de_transmissao,BARRETO KELLER,GNN
5199,230.0,linha_de_transmissao,BARRETO KELLER,GNN
5200,230.0,linha_de_transmissao,BARRETO KELLER,GNN
5201,69.0,linha_de_transmissao,ALCACE,BGI
5202,69.0,linha_de_transmissao,ALCACE,BGI
5203,69.0,linha_de_transmissao,ALCACE,PIC
5204,69.0,transformador,ALCACE,BES
5205,69.0,transformador,ALCACE,BES
5206,69.0,linha_de_transmissao,ALCACE,PIC
5207,69.0,linha_de_transmissao,ALCACE,JDM
5208,69.0,linha_de_transmissao,ALCACE,GVM
5209,69.0,transformador,CAMARGO CORREA EQUIP. S.A,GNN
5210,69.0,transformador,CAMARGO CORREA EQUIP. S.A,GNN
5211,69.0,transformador,CAMARGO CORREA EQUIP. S.A,GNN
5212,69.0,transformador,CAMARGO CORREA EQUIP. S.A,GNN
5213,69.0,transformador,CAMARGO CORREA EQUIP. S.A,GNN
5214,69.0,transformador,CAMARGO CORREA EQUIP. S.A,GNN
5215,69.0,transformador,CAMARGO CORREA EQUIP. S.A,BGI
5216,69.0,transformador,CAMARGO CORREA EQUIP. S.A,BGI
5217,69.0,linha_de_transmissao,CAMARGO CORREA EQUIP. S.A,DMG
5218,69.0,outros,CAMARGO CORREA EQUIP. S.A,DMG
5219,69.0,capacitor,CAMARGO CORREA EQUIP. S.A,DMG
5220,69.0,capacitor,CAMARGO CORREA EQUIP. S.A,DMG
5221,69.0,linha_de_transmissao,CAMARGO CORREA EQUIP. S.A,DMG
5222,69.0,linha_de_transmissao,CAMARGO CORREA EQUIP. S.A,DMG
5223,69.0,transformador,CAMARGO CORREA EQUIP. S.A,DMG
5224,69.0,outros,CAMARGO CORREA EQUIP. S.A,DMG
5225,69.0,linha_de_transmissao,CAMARGO CORREA EQUIP. S.A,DMG
5226,69.0,linha_de_transmissao,CAMARGO CORREA EQUIP. S.A,FTZ
5227,69.0,linha_de_transmissao,CAMARGO CORREA EQUIP. S.A,FTZ
5228,69.0,outros,ALCACE,BGI
5229,69.0,outros,MITSUBISHI ELECTRIC CORP.,BGI
5230,69.0,outros,DELLE ALSTHOM,BGI
5231,69.0,linha_de_transmissao,DELLE ALSTHOM,CTG
5232,69.0,outros,DELLE ALSTHOM,CTG
5233,69.0,outros,DELLE ALSTHOM,CTG
5234,69.0,transformador,DELLE ALSTHOM,CTG
5235,69.0,transformador,DELLE ALSTHOM,CTG
5236,69.0,capacitor,HARVEY HUBBEL,BGI
5237,69.0,linha_de_transmissao,HARVEY HUBBEL,GNN
5238,69.0,linha_de_transmissao,HARVEY HUBBEL,PRD
5239,69.0,transformador,HARVEY HUBBEL,RIB
5240,230.0,linha_de_transmissao,WESTINGHOUSE,BGI
5241,230.0,linha_de_transmissao,WESTINGHOUSE,BGI
5242,230.0,linha_de_transmissao,H.K.PORTER,BGI
5243,230.0,transformador,H.K.PORTER,BGI
5244,230.0,transformador,H.K.PORTER,SBD
5245,230.0,transformador,H.K.PORTER,SBD
5246,230.0,transformador,H.K.PORTER,SBD
5247,230.0,transformador,H.K.PORTER,SBD
5248,230.0,outros,H.K.PORTER,SBD
5249,230.0,outros,H.K.PORTER,SBD
5250,230.0,reator,H.K.PORTER,SBD
5251,230.0,reator,H.K.PORTER,SBD
5252,230.0,linha_de_transmissao,H.K.PORTER,SBD
5253,230.0,linha_de_transmissao,H.K.PORTER,SBD
5254,230.0,outros,H.K.PORTER,TSA
5255,230.0,outros,H.K.PORTER,TSA
5256,230.0,outros,H.K.PORTER,TSA
5257,230.0,linha_de_transmissao,H.K.PORTER,TSA
5258,230.0,linha_de_transmissao,H.K.PORTER,TSA
5259,230.0,linha_de_transmissao,H.K.PORTER,TSA
5260,230.0,linha_de_transmissao,H.K.PORTER,TSA
5261,230.0,linha_de_transmissao,H.K.PORTER,TSA
5262,230.0,transformador,H.K.PORTER,TSA
5263,230.0,linha_de_transmissao,H.K.PORTER,TSA
5264,230.0,linha_de_transmissao,H.K.PORTER,TSA
5265,230.0,linha_de_transmissao,H.K.PORTER,TSA
5266,230.0,linha_de_transmissao,H.K.PORTER,TSA
5267,230.0,linha_de_transmissao,H.K.PORTER,TSA
5268,230.0,linha_de_transmissao,H.K.PORTER,TSA
5269,230.0,linha_de_transmissao,H.K.PORTER,TSA
5270,230.0,capacitor,H.K.PORTER,TSA
5271,230.0,capacitor,H.K.PORTER,TSA
5272,230.0,reator,H.K.PORTER,PRI
5273,69.0,capacitor,SPIG S.A,GNN
5274,230.0,linha_de_transmissao,BARRETO KELLER,GNN
5275,69.0,linha_de_transmissao,General Electric.,GNN
5276,69.0,linha_de_transmissao,General Electric.,CTG
5277,69.0,linha_de_transmissao,General Electric.,CTG
5278,69.0,linha_de_transmissao,General Electric.,CTG
5279,69.0,transformador,General Electric.,CTG
5280,69.0,linha_de_transmissao,IAFA,BGI
5281,69.0,linha_de_transmissao,IAFA,MTT
5282,69.0,linha_de_transmissao,ALCACE,GNN
5283,69.0,transformador,ALCACE,RCD
5284,69.0,linha_de_transmissao,ALCACE,ICO
5285,69.0,outros,ALCACE,SBD
5286,69.0,linha_de_transmissao,ALCACE,FTZ
5287,69.0,linha_de_transmissao,ALCACE,FTZ
5288,230.0,linha_de_transmissao,IAFA,GNN
5289,230.0,linha_de_transmissao,IAFA,PRD
5290,230.0,transformador,IAFA,BNO
5291,230.0,transformador,IAFA,BNO
5292,230.0,transformador,IAFA,BNO
5293,230.0,transformador,IAFA,BNO
5294,230.0,transformador,IAFA,BNO
5295,230.0,linha_de_transmissao,IAFA,BNO
5296,230.0,linha_de_transmissao,IAFA,BNO
5297,230.0,outros,ALCACE,GNN
5298,230.0,outros,ALCACE,GNN
5299,230.0,reator,ALCACE,GNN
5300,230.0,outros,ALCACE,BNB
5301,230.0,outros,ALCACE,BNB
5302,230.0,transformador,ALCACE,DMG
5303,230.0,transformador,ALCACE,DMG
5304,230.0,capacitor,ALCACE,FTZ
5305,230.0,capacitor,ALCACE,FTZ
5306,230.0,linha_de_transmissao,ALCACE,CMD
5307,230.0,outros,BARRETO KELLER,BGI
5308,230.0,transformador,BARRETO KELLER,BGI
5309,230.0,transformador,BARRETO KELLER,BGI
5310,230.0,transformador,BARRETO KELLER,BGI
5311,230.0,linha_de_transmissao,BARRETO KELLER,PRD
5312,230.0,linha_de_transmissao,BARRETO KELLER,PRD
5313,230.0,linha_de_transmissao,BARRETO KELLER,PRD
5314,230.0,transformador,BARRETO KELLER,CCD
5315,230.0,outros,General Electric.,BGI
5316,230.0,transformador,General Electric.,BGI
5317,230.0,linha_de_transmissao,HARVEY HUBBEL,PTU
5318,230.0,transformador,HARVEY HUBBEL,RCD
5319,230.0,transformador,HARVEY HUBBEL,RCD
5320,230.0,transformador,HITACHI,RCD
5321,230.0,transformador,HITACHI,RCD
5322,230.0,transformador,HITACHI,RCD
5323,230.0,transformador,HITACHI,RCD
5324,230.0,transformador,HITACHI,RCD
5325,230.0,transformador,HITACHI,CMD
5326,230.0,transformador,HITACHI,RCD
5327,230.0,desenergizados,LORENZETTI,MRR
5328,69.0,outros,LORENZETTI,CPE
5329,69.0,outros,LORENZETTI,CPE
5330,230.0,transformador,LORENZETTI,JDM
5331,230.0,transformador,LORENZETTI,JDM
5332,230.0,transformador,LORENZETTI,JDM
5333,230.0,transformador,LORENZETTI,JDM
5334,230.0,linha_de_transmissao,LORENZETTI,CMD
5335,230.0,linha_de_transmissao,LORENZETTI,CMD
5336,69.0,linha_de_transmissao,BARRETO KELLER,PRD
5337,69.0,linha_de_transmissao,BARRETO KELLER,PRD
5338,69.0,linha_de_transmissao,BARRETO KELLER,PRD
5339,69.0,linha_de_transmissao,BARRETO KELLER,PRD
5340,69.0,linha_de_transmissao,BARRETO KELLER,PRD
5341,69.0,linha_de_transmissao,BARRETO KELLER,PRD
5342,69.0,linha_de_transmissao,BARRETO KELLER,PRD
5343,69.0,linha_de_transmissao,BARRETO KELLER,PRD
5344,69.0,outros,BARRETO KELLER,PRD
5345,69.0,linha_de_transmissao,BARRETO KELLER,PRD
5346,69.0,linha_de_transmissao,BARRETO KELLER,PRD
5347,69.0,outros,BARRETO KELLER,TAD
5348,69.0,linha_de_transmissao,BARRETO KELLER,GVM
5349,69.0,linha_de_transmissao,BARRETO KELLER,GVM
5350,69.0,linha_de_transmissao,IAFA,PRD
5351,230.0,transformador,HARVEY HUBBEL,PRD
5352,230.0,linha_de_transmissao,HARVEY HUBBEL,MSD
5353,69.0,linha_de_transmissao,IAFA,RCD
5354,69.0,transformador,IAFA,MTT
5355,69.0,transformador,IAFA,MTT
5356,500.0,reator,MAGRINI GALILEO,RCD
5357,500.0,linha_de_transmissao,MAGRINI GALILEO,BEA
5358,500.0,linha_de_transmissao,MAGRINI GALILEO,BEA
5359,500.0,outros,MAGRINI GALILEO,BEA
5360,500.0,outros,MAGRINI GALILEO,BEA
5361,500.0,outros,MAGRINI GALILEO,BEA
5362,500.0,linha_de_transmissao,MAGRINI GALILEO,SJI
5363,500.0,linha_de_transmissao,MAGRINI GALILEO,SJI
5364,500.0,outros,MAGRINI GALILEO,SJI
5365,500.0,outros,MAGRINI GALILEO,SJI
5366,500.0,outros,MAGRINI GALILEO,SJI
5367,500.0,transformador,MAGRINI GALILEO,SJI
5368,500.0,transformador,MAGRINI GALILEO,BEA
5369,500.0,reator,MAGRINI GALILEO,BEA
5370,500.0,transformador,MAGRINI GALILEO,LGZ
5371,500.0,transformador,MAGRINI GALILEO,LGZ
5372,500.0,transformador,MAGRINI GALILEO,LGZ
5373,500.0,linha_de_transmissao,MAGRINI GALILEO,LGZ
5374,500.0,linha_de_transmissao,MAGRINI GALILEO,LGZ
5375,500.0,transformador,MAGRINI GALILEO,LGZ
5376,500.0,linha_de_transmissao,MAGRINI GALILEO,LGZ
5377,500.0,linha_de_transmissao,MAGRINI GALILEO,LGZ
5378,500.0,outros,MAGRINI GALILEO,LGZ
5379,500.0,outros,MAGRINI GALILEO,LGZ
5380,500.0,outros,MAGRINI GALILEO,LGZ
5381,500.0,outros,MAGRINI GALILEO,LGZ
5382,500.0,transformador,MAGRINI GALILEO,PAQ
5383,500.0,linha_de_transmissao,MAGRINI GALILEO,PAQ
5384,500.0,outros,MAGRINI GALILEO,PAQ
5385,500.0,outros,MAGRINI GALILEO,PAQ
5386,500.0,outros,MAGRINI GALILEO,PAQ
5387,500.0,outros,MAGRINI GALILEO,PAQ
5388,500.0,outros,MAGRINI GALILEO,PAQ
5389,500.0,linha_de_transmissao,MAGRINI GALILEO,PAQ
5390,500.0,outros,MAGRINI GALILEO,PAQ
5391,500.0,outros,MAGRINI GALILEO,PAQ
5392,500.0,outros,MAGRINI GALILEO,PAQ
5393,500.0,outros,MAGRINI GALILEO,PAQ
5394,500.0,outros,MAGRINI GALILEO,PAQ
5395,500.0,outros,MAGRINI GALILEO,PAQ
5396,500.0,outros,MAGRINI GALILEO,PAQ
5397,500.0,linha_de_transmissao,MAGRINI GALILEO,PAQ
5398,500.0,linha_de_transmissao,MAGRINI GALILEO,PAQ
5399,500.0,linha_de_transmissao,MAGRINI GALILEO,PAQ
5400,500.0,linha_de_transmissao,MAGRINI GALILEO,PAQ
5401,500.0,linha_de_transmissao,MAGRINI GALILEO,PAQ
5402,500.0,transformador,MAGRINI GALILEO,PAQ
5403,500.0,linha_de_transmissao,MAGRINI GALILEO,PAQ
5404,500.0,linha_de_transmissao,MAGRINI GALILEO,PAQ
5405,500.0,linha_de_transmissao,LORENZETTI,RCD
5406,500.0,linha_de_transmissao,LORENZETTI,RCD
5407,500.0,linha_de_transmissao,LORENZETTI,RCD
5408,500.0,linha_de_transmissao,LORENZETTI,TSD
5409,500.0,linha_de_transmissao,LORENZETTI,XGO
5410,500.0,linha_de_transmissao,LORENZETTI,XGO
5411,500.0,linha_de_transmissao,LORENZETTI,XGO
5412,500.0,linha_de_transmissao,LORENZETTI,XGO
5413,500.0,linha_de_transmissao,LORENZETTI,XGO
5414,500.0,linha_de_transmissao,LORENZETTI,XGO
5415,500.0,linha_de_transmissao,LORENZETTI,XGO
5416,500.0,linha_de_transmissao,LORENZETTI,XGO
5417,500.0,linha_de_transmissao,LORENZETTI,XGO
5418,500.0,linha_de_transmissao,LORENZETTI,XGO
5419,500.0,linha_de_transmissao,LORENZETTI,XGO
5420,500.0,outros,LORENZETTI,XGO
5421,500.0,outros,LORENZETTI,XGO
5422,500.0,outros,LORENZETTI,XGO
5423,500.0,outros,LORENZETTI,XGO
5424,500.0,outros,LORENZETTI,XGO
5425,500.0,outros,LORENZETTI,XGO
5426,500.0,linha_de_transmissao,LORENZETTI,XGO
5427,500.0,linha_de_transmissao,LORENZETTI,XGO
5428,500.0,linha_de_transmissao,LORENZETTI,XGO
5429,500.0,linha_de_transmissao,LORENZETTI,XGO
5430,500.0,linha_de_transmissao,LORENZETTI,XGO
5431,500.0,linha_de_transmissao,LORENZETTI,XGO
5432,500.0,outros,LORENZETTI,XGO
5433,500.0,outros,LORENZETTI,XGO
5434,500.0,outros,LORENZETTI,XGO
5435,500.0,outros,LORENZETTI,XGO
5436,500.0,outros,LORENZETTI,XGO
5437,500.0,outros,LORENZETTI,XGO
5438,500.0,linha_de_transmissao,LORENZETTI,XGO
5439,500.0,linha_de_transmissao,LORENZETTI,XGO
5440,500.0,linha_de_transmissao,LORENZETTI,XGO
5441,500.0,linha_de_transmissao,LORENZETTI,XGO
5442,500.0,linha_de_transmissao,LORENZETTI,XGO
5443,500.0,linha_de_transmissao,LORENZETTI,XGO
5444,500.0,linha_de_transmissao,LORENZETTI,XGO
5445,500.0,linha_de_transmissao,LORENZETTI,XGO
5446,500.0,linha_de_transmissao,LORENZETTI,XGO
5447,500.0,linha_de_transmissao,LORENZETTI,XGO
5448,69.0,linha_de_transmissao,LMB,PRD
5449,69.0,linha_de_transmissao,LMB,PRD
5450,69.0,linha_de_transmissao,LMB,PRD
5451,69.0,linha_de_transmissao,LMB,PRD
5452,69.0,outros,LORENZETTI,PRD
5453,69.0,linha_de_transmissao,LORENZETTI,PRD
5454,69.0,linha_de_transmissao,LORENZETTI,PRD
5455,69.0,transformador,LORENZETTI,PRD
5456,69.0,transformador,LORENZETTI,JDM
5457,69.0,capacitor,HITACHI-LINE,PRD
5458,69.0,transformador,HITACHI-LINE,ABX
5459,69.0,transformador,HITACHI-LINE,ABX
5460,69.0,transformador,LORENZETTI,PRD
